account_id,customer_age,home_state,monthly_income,account_age_days,typical_amount,customer_segment
ACC-01925,75,DF,1731.33,837,231.75,Varejo
ACC-01926,19,SP,11607.96,527,1434.04,Empresarial
ACC-01927,29,RJ,8086.03,4466,573.76,Digital
ACC-01928,21,SP,1889.53,1994,197.68,Digital
ACC-01929,70,SP,1107.75,2901,59.0,Digital
ACC-01930,29,SP,1293.08,322,66.81,Empresarial
ACC-01931,40,PE,4472.25,1611,412.84,Varejo
ACC-01932,67,SP,1639.61,737,233.23,Varejo
ACC-01933,43,RS,3032.4,4913,297.45,Digital
ACC-01934,25,GO,5278.75,2431,153.17,Varejo
ACC-01935,65,RJ,4725.73,4115,685.78,Digital
ACC-01936,28,SP,5910.16,186,430.8,Empresarial
ACC-01937,28,GO,1587.53,4832,103.72,Digital
ACC-01938,61,PE,5627.03,4789,744.15,Alta renda
ACC-01939,58,SP,5749.12,3835,722.77,Varejo
ACC-01940,68,RJ,6802.75,3674,267.13,Empresarial
ACC-01941,67,BA,6281.0,4033,668.38,Varejo
ACC-01942,69,SP,1604.27,169,186.63,Digital
ACC-01943,27,MG,751.84,4965,111.55,Varejo
ACC-01944,75,MG,4661.77,3815,466.23,Digital
ACC-01945,41,SP,10380.33,4671,723.3,Varejo
ACC-01946,55,BA,2228.98,4335,164.54,Alta renda
ACC-01947,22,MG,2213.58,3850,150.04,Varejo
ACC-01948,61,BA,4120.66,604,151.46,Varejo
ACC-01949,67,RS,7435.62,83,482.51,Alta renda
ACC-01950,73,RJ,5933.25,3685,353.11,Empresarial
ACC-01951,41,SP,1708.0,4726,215.2,Varejo
ACC-01952,74,PR,2777.68,2780,393.02,Digital
ACC-01953,32,RJ,2555.69,3588,373.51,Varejo
ACC-01954,18,MG,5352.29,3728,367.34,Alta renda
ACC-01955,60,SP,6025.45,4219,507.87,Empresarial
ACC-01956,62,SC,2079.45,1749,106.34,Digital
ACC-01957,64,BA,2180.26,2913,348.15,Empresarial
ACC-01958,57,DF,4451.27,3772,523.33,Alta renda
ACC-01959,30,PR,3205.09,2354,447.2,Empresarial
ACC-01960,69,SP,2240.58,1549,336.28,Alta renda
ACC-01961,48,PE,2754.54,4874,241.13,Digital
ACC-01962,31,SP,5469.65,3603,532.6,Varejo
ACC-01963,41,RJ,2940.2,4727,243.44,Digital
ACC-01964,62,RJ,3418.39,3263,516.37,Varejo
ACC-01965,53,MG,2235.0,2234,263.48,Varejo
ACC-01966,71,SP,5443.74,2088,235.86,Varejo
ACC-01967,44,RJ,2640.92,3287,286.63,Digital
ACC-01968,21,RS,4389.78,1712,168.22,Digital
ACC-01969,75,MG,4132.44,3423,248.93,Alta renda
ACC-01970,32,SP,2874.89,2788,404.33,Varejo
ACC-01971,40,SP,2150.68,4015,245.6,Empresarial
ACC-01972,46,SP,3520.31,4988,508.1,Alta renda
ACC-01973,53,GO,3031.4,3328,121.46,Alta renda
ACC-01974,70,SP,7152.11,809,1078.25,Alta renda
ACC-01975,44,PE,2134.43,4217,176.48,Digital
ACC-01976,72,MG,6060.77,1500,401.54,Alta renda
ACC-01977,37,MG,8127.02,2114,1285.56,Varejo
ACC-01978,39,SP,5689.27,896,221.0,Empresarial
ACC-01979,57,SP,6023.37,2353,180.94,Varejo
ACC-01980,75,MG,3155.5,2421,175.28,Varejo
ACC-01981,23,SP,4997.36,3736,676.96,Varejo
ACC-01982,70,DF,5028.87,1065,560.91,Alta renda
ACC-01983,64,SC,1313.21,3720,187.2,Varejo
ACC-01984,36,SP,3032.23,1086,367.15,Digital
ACC-01985,59,SP,1710.26,2657,266.02,Digital
ACC-01986,73,RS,1119.13,4935,163.05,Varejo
ACC-01987,68,RS,3705.62,1995,351.63,Varejo
ACC-01988,26,PR,5006.07,438,668.12,Varejo
ACC-01989,27,GO,2446.83,3336,330.76,Alta renda
ACC-01990,34,SP,5280.23,3312,222.38,Digital
ACC-01991,34,PE,5473.83,3449,658.09,Alta renda
ACC-01992,54,MG,4025.92,2406,357.91,Empresarial
ACC-01993,58,BA,2745.38,1702,109.54,Digital
ACC-01994,25,SP,5870.7,4721,487.85,Varejo
ACC-01995,24,SP,11938.99,3009,327.54,Varejo
ACC-01996,45,BA,1003.1,3898,88.02,Digital
ACC-01997,63,RS,6108.65,3025,158.47,Digital
ACC-01998,64,SP,1796.26,1127,241.12,Digital
ACC-01999,33,RJ,6599.26,736,341.92,Alta renda
ACC-02000,24,SC,7273.57,4819,418.88,Digital
ACC-02001,70,SC,2932.11,1215,424.73,Varejo
ACC-02002,61,RS,2883.11,1693,241.2,Varejo
ACC-02003,69,DF,3773.97,3695,250.35,Varejo
ACC-02004,70,PE,4133.63,110,140.19,Varejo
ACC-02005,31,PR,3354.43,4681,358.28,Digital
ACC-02006,72,BA,8020.64,3250,1037.18,Alta renda
ACC-02007,62,SC,1380.73,2918,40.05,Alta renda
ACC-02008,64,MG,2760.16,4277,403.76,Varejo
ACC-02009,46,SP,5842.39,1231,287.37,Varejo
ACC-02010,58,PR,3174.92,4970,302.94,Varejo
ACC-02011,46,PR,3256.21,4675,110.13,Empresarial
ACC-02012,65,SP,3145.26,229,395.56,Alta renda
ACC-02013,63,SC,7103.24,1375,1003.95,Alta renda
ACC-02014,25,SC,6010.23,4536,331.33,Varejo
ACC-02015,64,BA,1616.56,1347,188.99,Digital
ACC-02016,51,PR,1826.47,937,206.77,Alta renda
ACC-02017,18,GO,2922.95,2587,446.37,Varejo
ACC-02018,75,SP,3499.04,3880,363.73,Digital
ACC-02019,58,GO,6899.9,919,610.87,Varejo
ACC-02020,75,SP,3546.96,3017,174.2,Digital
ACC-02021,44,RJ,9036.83,1927,435.06,Alta renda
ACC-02022,53,SP,12866.63,2522,607.09,Empresarial
ACC-02023,56,SP,2177.45,4473,60.75,Digital
ACC-02024,54,SP,4279.58,784,434.11,Digital
ACC-02025,43,MG,7489.94,4303,1054.79,Varejo
ACC-02026,53,RJ,4464.66,1597,615.75,Digital
ACC-02027,34,PR,4800.62,2789,293.14,Empresarial
ACC-02028,44,SC,2853.01,726,255.73,Empresarial
ACC-02029,72,SP,2683.86,4480,380.78,Digital
ACC-02030,35,PE,4390.84,4886,206.72,Varejo
ACC-02031,72,SP,7346.04,2588,637.51,Alta renda
ACC-02032,32,MG,1943.16,746,156.85,Varejo
ACC-02033,37,GO,3507.82,526,530.4,Alta renda
ACC-02034,46,SP,12412.92,2173,1389.63,Varejo
ACC-02035,64,BA,3393.07,72,428.69,Varejo
ACC-02036,30,DF,4295.51,222,633.18,Alta renda
ACC-02037,27,SC,6483.56,122,408.13,Digital
ACC-02038,32,GO,5596.55,2945,203.57,Varejo
ACC-02039,44,DF,3483.68,742,494.95,Varejo
ACC-02040,23,SP,3347.96,4318,359.32,Varejo
ACC-02041,47,BA,10400.04,1071,1172.04,Varejo
ACC-02042,44,SP,2088.93,3681,153.26,Varejo
ACC-02043,31,SP,1601.18,1024,220.51,Varejo
ACC-02044,53,SP,7961.38,670,1122.19,Varejo
ACC-02045,65,BA,8777.23,3071,1023.7,Varejo
ACC-02046,49,SP,2065.44,1391,164.7,Digital
ACC-02047,23,RJ,6863.51,3701,381.02,Digital
ACC-02048,26,SP,4916.8,4135,682.66,Alta renda
ACC-02049,72,PR,3618.46,3021,133.94,Varejo
ACC-02050,68,PR,4186.76,4403,395.14,Empresarial
ACC-02051,71,RS,12987.59,813,1127.15,Varejo
ACC-02052,58,RS,6356.67,2713,183.96,Varejo
ACC-02053,77,SP,5756.01,2882,279.96,Alta renda
ACC-02054,55,MG,5516.18,102,619.38,Varejo
ACC-02055,40,SC,2670.87,341,340.19,Varejo
ACC-02056,29,SC,3202.68,3786,335.45,Alta renda
ACC-02057,71,RS,3584.91,3831,473.58,Varejo
ACC-02058,62,GO,2223.64,192,108.39,Varejo
ACC-02059,49,PR,5556.63,180,143.13,Varejo
ACC-02060,60,BA,8324.31,387,432.68,Varejo
ACC-02061,62,RJ,3704.84,3091,148.95,Varejo
ACC-02062,44,MG,2314.58,3482,183.71,Varejo
ACC-02063,59,SP,2359.14,3147,150.21,Alta renda
ACC-02064,59,RJ,11123.43,2764,1739.27,Alta renda
ACC-02065,26,SP,2692.77,2360,100.61,Varejo
ACC-02066,32,MG,1781.68,1062,49.9,Varejo
ACC-02067,50,SP,1499.0,3611,212.0,Digital
ACC-02068,52,SP,2898.28,1686,139.21,Varejo
ACC-02069,53,MG,8684.26,4907,349.0,Digital
ACC-02070,42,PR,8886.68,3446,239.75,Varejo
ACC-02071,61,DF,5790.3,4825,792.45,Varejo
ACC-02072,47,DF,2438.64,4454,169.65,Empresarial
ACC-02073,55,MG,6747.1,3226,266.51,Empresarial
ACC-02074,47,PR,3480.91,2965,417.25,Varejo
ACC-02075,54,BA,5876.79,4879,669.23,Digital
ACC-02076,42,PR,16309.41,1505,1280.17,Varejo
ACC-02077,18,SP,3421.19,258,123.43,Empresarial
ACC-02078,32,MG,1635.6,2451,110.32,Digital
ACC-02079,25,RS,13730.49,1302,1639.85,Varejo
ACC-02080,44,MG,3583.01,4615,423.65,Varejo
ACC-02081,43,MG,3539.47,2627,393.82,Alta renda
ACC-02082,62,DF,1373.19,4909,78.83,Varejo
ACC-02083,56,SP,6489.45,560,464.24,Varejo
ACC-02084,54,SP,7932.48,3603,957.12,Digital
ACC-02085,65,SP,4726.56,4933,638.02,Digital
ACC-02086,53,SP,8165.69,4093,1127.5,Digital
ACC-02087,32,SP,3102.92,1887,267.83,Digital
ACC-02088,44,SC,9666.26,2021,1383.59,Digital
ACC-02089,50,RS,6662.37,2815,921.25,Digital
ACC-02090,71,SP,12690.61,2118,1980.45,Varejo
ACC-02091,41,RS,1360.32,2701,48.73,Varejo
ACC-02092,31,DF,1788.54,4065,121.74,Empresarial
ACC-02093,22,DF,7194.35,2140,807.32,Varejo
ACC-02094,62,MG,5160.35,1326,592.74,Digital
ACC-02095,59,RJ,2227.46,2564,193.86,Varejo
ACC-02096,43,MG,4306.52,1774,169.13,Varejo
ACC-02097,20,MG,7420.14,3971,1051.21,Digital
ACC-02098,18,SP,8520.99,2624,670.68,Varejo
ACC-02099,61,SC,4836.85,120,235.12,Alta renda
ACC-02100,41,BA,4332.41,1929,164.79,Alta renda
ACC-02101,35,MG,5538.65,3951,601.78,Varejo
ACC-02102,55,MG,3957.52,4514,250.16,Varejo
ACC-02103,18,BA,14141.15,4380,1741.24,Alta renda
ACC-02104,76,SP,3091.98,4756,145.7,Varejo
ACC-02105,77,SP,4125.13,3978,242.78,Varejo
ACC-02106,69,MG,3605.1,3409,283.3,Empresarial
ACC-02107,23,PR,11188.78,2787,864.62,Varejo
ACC-02108,66,GO,2884.12,4855,229.27,Alta renda
ACC-02109,77,RS,7243.24,3914,682.02,Digital
ACC-02110,76,RJ,3927.0,2463,451.92,Empresarial
ACC-02111,60,SP,3031.74,292,169.56,Varejo
ACC-02112,53,SP,1047.09,3481,64.13,Digital
ACC-02113,58,SP,3906.95,4735,624.88,Empresarial
ACC-02114,18,DF,12091.3,4247,1352.09,Varejo
ACC-02115,67,GO,2581.39,2421,119.11,Varejo
ACC-02116,32,RS,605.04,4848,57.93,Varejo
ACC-02117,45,PE,4899.11,591,337.65,Varejo
ACC-02118,67,GO,1850.56,4195,244.88,Varejo
ACC-02119,18,BA,1264.76,3111,35.79,Varejo
ACC-02120,39,MG,2850.02,3067,391.86,Varejo
ACC-02121,41,PE,1671.43,1919,97.64,Digital
ACC-02122,66,MG,7868.09,4744,490.98,Varejo
ACC-02123,69,SP,4549.47,1933,388.04,Alta renda
ACC-02124,39,MG,5914.27,4847,736.99,Digital
ACC-02125,24,SC,2614.97,4729,251.19,Varejo
ACC-02126,31,MG,3679.51,2665,287.31,Varejo
ACC-02127,27,RS,2726.6,1704,359.05,Alta renda
ACC-02128,39,PE,4633.59,1581,562.68,Varejo
ACC-02129,48,SP,905.7,4072,82.23,Varejo
ACC-02130,29,SP,3763.41,3338,473.62,Varejo
ACC-02131,23,MG,7508.78,3008,970.8,Varejo
ACC-02132,26,RJ,11599.79,1663,1316.01,Varejo
ACC-02133,54,RJ,6580.57,3646,417.96,Varejo
ACC-02134,45,SP,4207.46,966,635.03,Empresarial
ACC-02135,69,PE,1264.0,4439,152.97,Varejo
ACC-02136,76,GO,4222.8,3471,113.88,Alta renda
ACC-02137,29,RJ,1066.96,1944,125.29,Alta renda
ACC-02138,74,MG,2131.58,2124,249.03,Digital
ACC-02139,50,RJ,3330.49,3110,441.21,Varejo
ACC-02140,63,SP,3191.0,4557,164.33,Varejo
ACC-02141,22,PR,6776.47,2862,332.0,Digital
ACC-02142,63,RJ,3172.56,4919,376.83,Digital
ACC-02143,61,PE,1676.85,2469,141.47,Alta renda
ACC-02144,56,SP,2774.2,1039,269.85,Alta renda
ACC-02145,43,PR,2322.01,2574,366.3,Digital
ACC-02146,61,SP,7691.55,1655,641.81,Digital
ACC-02147,47,PR,1460.49,1252,63.4,Digital
ACC-02148,38,PR,2761.53,1840,148.68,Empresarial
ACC-02149,35,SP,6885.1,274,1088.19,Empresarial
ACC-02150,70,SP,2173.13,1898,62.58,Varejo
ACC-02151,48,SP,4867.73,3052,697.31,Digital
ACC-02152,65,RJ,3868.91,2698,247.63,Varejo
ACC-02153,69,BA,3040.17,3524,396.16,Varejo
ACC-02154,65,SP,1210.62,4924,109.76,Digital
ACC-02155,60,MG,3871.05,3481,376.81,Digital
ACC-02156,44,GO,2707.58,2139,83.5,Digital
ACC-02157,48,PR,4560.77,2131,491.33,Digital
ACC-02158,42,SC,1472.49,1104,177.02,Varejo
ACC-02159,36,SP,5339.41,3091,364.79,Alta renda
ACC-02160,70,RJ,5831.76,1231,307.86,Varejo
ACC-02161,40,SP,9458.16,472,1129.77,Empresarial
ACC-02162,74,RS,2775.16,3529,155.1,Empresarial
ACC-02163,72,DF,2417.1,642,284.33,Empresarial
ACC-02164,70,SP,6843.5,347,587.71,Varejo
ACC-02165,62,PR,1925.31,2405,181.41,Varejo
ACC-02166,50,PR,2176.76,4035,64.22,Varejo
ACC-02167,31,SP,3112.6,2092,249.32,Varejo
ACC-02168,27,GO,1819.67,3648,101.32,Alta renda
ACC-02169,63,GO,9706.35,3037,260.57,Alta renda
ACC-02170,52,SP,7112.58,1002,663.05,Varejo
ACC-02171,61,RJ,927.71,2418,35.0,Digital
ACC-02172,31,PR,945.93,1825,62.11,Alta renda
ACC-02173,68,PE,2501.23,2360,96.61,Digital
ACC-02174,70,PR,5282.71,1307,610.82,Varejo
ACC-02175,59,SP,5952.55,4426,216.58,Varejo
ACC-02176,74,SP,9557.76,3882,1296.24,Alta renda
ACC-02177,25,GO,4599.98,1959,393.25,Alta renda
ACC-02178,52,DF,1907.58,2790,167.47,Varejo
ACC-02179,53,BA,5022.2,2778,665.13,Varejo
ACC-02180,57,PR,1800.67,4819,62.67,Varejo
ACC-02181,21,RJ,2219.34,3452,169.02,Varejo
ACC-02182,26,SP,1344.89,3157,78.83,Varejo
ACC-02183,49,RJ,2126.71,4253,191.94,Digital
ACC-02184,32,PR,2547.98,704,349.34,Empresarial
ACC-02185,21,SP,2631.75,629,351.08,Empresarial
ACC-02186,71,MG,12091.88,1063,701.55,Digital
ACC-02187,65,SP,4074.64,251,394.05,Digital
ACC-02188,66,SP,4798.22,1565,622.13,Varejo
ACC-02189,37,SP,4236.35,969,410.03,Varejo
ACC-02190,64,PR,10714.74,2861,1284.19,Varejo
ACC-02191,74,MG,2062.2,3031,97.88,Varejo
ACC-02192,22,SP,6232.93,4513,677.15,Varejo
ACC-02193,58,BA,2195.71,2024,111.91,Digital
ACC-02194,28,RS,3497.64,3300,278.43,Digital
ACC-02195,68,SP,5280.55,2874,343.96,Varejo
ACC-02196,58,SP,1591.34,4572,111.36,Varejo
ACC-02197,58,BA,2977.2,4020,323.04,Varejo
ACC-02198,60,SP,3841.8,997,591.4,Varejo
ACC-02199,43,SP,5313.09,2157,795.84,Varejo
ACC-02200,40,SP,3308.86,1443,251.41,Alta renda
ACC-02201,18,SP,23932.71,1872,1314.84,Varejo
ACC-02202,37,PR,13007.51,3030,1417.72,Digital
ACC-02203,57,SP,914.64,151,113.58,Varejo
ACC-02204,53,PR,4132.49,671,475.74,Varejo
ACC-02205,72,SC,5486.58,4544,469.96,Varejo
ACC-02206,23,SP,4780.67,3221,500.16,Varejo
ACC-02207,70,GO,9450.97,3453,1492.43,Varejo
ACC-02208,39,DF,596.18,4445,35.0,Alta renda
ACC-02209,74,MG,1903.65,3726,258.32,Alta renda
ACC-02210,48,MG,10431.06,4153,622.07,Digital
ACC-02211,55,SP,8431.36,422,913.08,Alta renda
ACC-02212,32,PR,16908.3,3466,2522.35,Alta renda
ACC-02213,40,DF,11222.27,4561,1611.06,Digital
ACC-02214,20,MG,1661.66,3528,51.6,Digital
ACC-02215,61,SP,7500.17,1924,1113.07,Varejo
ACC-02216,50,SP,3184.97,2316,286.96,Digital
ACC-02217,77,MG,4383.88,4317,136.5,Digital
ACC-02218,31,SP,3969.63,222,206.27,Varejo
ACC-02219,19,SP,2826.09,1418,269.17,Varejo
ACC-02220,43,SP,2759.37,4049,120.52,Varejo
ACC-02221,29,GO,6334.34,4850,306.89,Digital
ACC-02222,27,RS,2687.04,2257,380.3,Varejo
ACC-02223,69,SC,4403.64,1108,198.52,Varejo
ACC-02224,54,MG,5246.68,2396,724.09,Varejo
ACC-02225,67,RS,2706.39,1641,259.8,Varejo
ACC-02226,34,MG,3179.59,2219,146.85,Alta renda
ACC-02227,68,RJ,8088.33,4007,1115.95,Varejo
ACC-02228,30,SP,1267.84,2553,65.24,Digital
ACC-02229,43,PR,2471.97,1803,88.14,Empresarial
ACC-02230,76,MG,1603.53,3250,249.03,Varejo
ACC-02231,23,MG,4407.55,3588,362.18,Varejo
ACC-02232,25,PE,22192.41,2476,2877.59,Varejo
ACC-02233,62,GO,1722.06,3154,195.28,Digital
ACC-02234,73,RJ,8496.18,2222,1042.93,Alta renda
ACC-02235,41,RJ,9635.86,4999,692.28,Varejo
ACC-02236,45,MG,953.72,2666,51.96,Varejo
ACC-02237,52,RJ,1599.75,2940,145.68,Varejo
ACC-02238,55,RJ,3775.35,1925,394.14,Varejo
ACC-02239,49,SP,2014.43,3147,254.79,Varejo
ACC-02240,70,SP,4586.14,3963,510.55,Varejo
ACC-02241,20,PR,9302.55,4993,869.94,Digital
ACC-02242,44,MG,6050.72,4126,933.91,Varejo
ACC-02243,50,RJ,3368.07,4964,241.33,Digital
ACC-02244,53,PR,5534.62,549,210.09,Digital
ACC-02245,28,SP,4811.1,4705,759.39,Varejo
ACC-02246,21,PE,1679.49,3092,197.01,Alta renda
ACC-02247,31,SP,2588.05,827,288.77,Digital
ACC-02248,77,PR,5187.92,923,204.83,Varejo
ACC-02249,23,SP,3660.98,4293,479.2,Empresarial
ACC-02250,18,PE,4720.2,819,492.58,Varejo
ACC-02251,38,DF,6826.41,1172,672.47,Alta renda
ACC-02252,74,RJ,794.39,1516,79.97,Varejo
ACC-02253,36,SP,10027.73,3767,645.0,Alta renda
ACC-02254,46,GO,1107.65,2036,75.12,Varejo
ACC-02255,56,DF,3856.73,1166,394.16,Empresarial
ACC-02256,65,SC,4228.12,165,270.75,Varejo
ACC-02257,19,SP,3480.38,1047,478.09,Digital
ACC-02258,58,SP,4324.37,1214,553.37,Varejo
ACC-02259,64,RS,2654.7,3823,71.73,Empresarial
ACC-02260,60,SC,2379.66,441,116.84,Varejo
ACC-02261,41,SP,3573.8,4473,547.07,Varejo
ACC-02262,62,MG,4278.52,782,130.49,Digital
ACC-02263,70,RJ,2443.96,1835,331.25,Empresarial
ACC-02264,31,MG,4701.94,1698,496.69,Varejo
ACC-02265,59,MG,2175.45,4217,323.23,Varejo
ACC-02266,53,MG,2603.09,2713,234.01,Varejo
ACC-02267,49,MG,3258.56,2515,127.8,Varejo
ACC-02268,31,PR,5090.92,4404,454.99,Varejo
ACC-02269,67,SP,3109.56,1872,394.55,Digital
ACC-02270,20,RJ,4906.89,4363,231.0,Alta renda
ACC-02271,68,RS,10842.97,1385,709.06,Alta renda
ACC-02272,36,PR,2788.52,4913,183.57,Varejo
ACC-02273,28,BA,8856.0,3380,1289.55,Varejo
ACC-02274,37,RJ,1608.2,4168,110.37,Varejo
ACC-02275,63,MG,5783.49,2386,163.49,Varejo
ACC-02276,76,SP,3349.23,200,484.55,Digital
ACC-02277,63,RJ,14952.84,2232,2332.57,Digital
ACC-02278,30,PR,2726.63,4657,338.86,Varejo
ACC-02279,25,BA,2208.43,544,92.33,Alta renda
ACC-02280,19,RJ,7522.67,2020,795.29,Digital
ACC-02281,69,MG,4954.96,4789,723.63,Alta renda
ACC-02282,71,SP,3983.56,4402,518.46,Varejo
ACC-02283,61,SP,788.58,1269,111.81,Varejo
ACC-02284,47,SP,4897.0,4404,373.64,Digital
ACC-02285,75,SP,3529.67,1561,560.99,Varejo
ACC-02286,23,SP,3997.55,119,160.31,Digital
ACC-02287,49,RJ,2277.22,613,214.09,Digital
ACC-02288,31,SP,8821.42,2551,1309.35,Varejo
ACC-02289,56,SP,3738.35,2615,508.33,Varejo
ACC-02290,76,SP,3213.76,4494,297.19,Varejo
ACC-02291,26,MG,1367.78,3888,132.63,Varejo
ACC-02292,29,RJ,3308.34,3381,334.26,Digital
ACC-02293,41,BA,1846.68,4488,196.42,Digital
ACC-02294,41,SP,9136.39,2521,322.47,Varejo
ACC-02295,67,SP,4411.47,1272,461.6,Varejo
ACC-02296,71,PR,2531.85,318,294.23,Digital
ACC-02297,63,PE,3331.4,3235,415.44,Alta renda
ACC-02298,76,SP,9627.35,3645,502.11,Digital
ACC-02299,40,SP,4105.83,1291,350.8,Alta renda
ACC-02300,76,MG,3716.42,1225,339.34,Varejo
ACC-02301,22,SP,12530.27,2831,1511.22,Alta renda
ACC-02302,22,MG,4768.6,4505,343.29,Varejo
ACC-02303,32,GO,6747.41,423,971.8,Empresarial
ACC-02304,20,PR,2981.35,2187,291.12,Digital
ACC-02305,73,SP,2925.15,4818,283.04,Alta renda
ACC-02306,70,SP,6483.83,1371,188.31,Varejo
ACC-02307,34,MG,3632.2,2816,492.4,Varejo
ACC-02308,66,PR,4730.54,4817,389.44,Digital
ACC-02309,70,SP,3591.44,2063,165.17,Digital
ACC-02310,34,RS,3746.22,3465,193.85,Empresarial
ACC-02311,38,SP,3434.89,2919,412.12,Digital
ACC-02312,31,SP,1593.41,776,159.41,Digital
ACC-02313,45,PE,8743.2,4297,1315.82,Varejo
ACC-02314,19,SP,2537.19,1424,139.55,Varejo
ACC-02315,67,MG,1720.86,4328,250.01,Digital
ACC-02316,55,RJ,3946.8,1470,260.16,Empresarial
ACC-02317,77,DF,2444.76,2828,325.63,Empresarial
ACC-02318,45,SC,8501.54,493,317.08,Varejo
ACC-02319,54,SP,5679.6,3748,657.69,Empresarial
ACC-02320,71,SP,2557.56,1895,250.11,Varejo
ACC-02321,33,MG,2107.21,3076,140.51,Alta renda
ACC-02322,42,PR,5690.27,997,825.32,Digital
ACC-02323,36,SC,2382.54,4405,200.24,Varejo
ACC-02324,50,PR,1537.34,3849,236.95,Varejo
ACC-02325,60,PR,1272.19,3641,79.13,Digital
ACC-02326,47,SC,5928.45,1219,180.85,Empresarial
ACC-02327,77,SP,1357.67,2700,166.81,Empresarial
ACC-02328,41,SP,1739.02,4934,117.7,Digital
ACC-02329,39,GO,5859.29,3170,555.51,Alta renda
ACC-02330,42,SC,6311.12,2107,319.43,Varejo
ACC-02331,41,SP,1748.64,620,228.74,Varejo
ACC-02332,48,RS,2514.02,1632,218.34,Varejo
ACC-02333,47,SP,7044.32,1020,652.56,Varejo
ACC-02334,75,SP,4286.2,4718,572.57,Varejo
ACC-02335,48,RJ,2766.75,2447,432.12,Empresarial
ACC-02336,77,SP,4034.05,4167,152.26,Digital
ACC-02337,40,GO,4902.65,431,276.92,Varejo
ACC-02338,41,SP,1827.26,2577,261.55,Varejo
ACC-02339,23,RJ,1930.34,1761,202.43,Varejo
ACC-02340,57,SP,7708.02,1621,910.95,Varejo
ACC-02341,58,SP,11692.93,3144,1150.87,Empresarial
ACC-02342,67,SP,6737.13,4775,451.44,Varejo
ACC-02343,34,SP,3310.32,3166,408.04,Digital
ACC-02344,22,PE,2405.78,2220,284.85,Digital
ACC-02345,28,SP,3888.67,1194,447.55,Digital
ACC-02346,52,PE,7416.34,3169,623.02,Varejo
ACC-02347,73,SP,8493.53,3774,566.87,Varejo
ACC-02348,71,MG,3724.15,914,412.72,Digital
ACC-02349,23,SP,4864.62,2523,565.78,Digital
ACC-02350,54,GO,1467.4,4218,214.91,Alta renda
ACC-02351,67,DF,3433.06,310,173.27,Varejo
ACC-02352,55,SP,9691.89,1884,1194.06,Digital
ACC-02353,28,PE,3423.55,3852,211.4,Empresarial
ACC-02354,52,RJ,5047.46,4172,431.19,Varejo
ACC-02355,57,SP,6720.18,3303,472.96,Varejo
ACC-02356,40,MG,6383.39,1234,969.14,Varejo
ACC-02357,31,SP,3997.84,250,263.72,Digital
ACC-02358,32,SP,2605.04,799,160.89,Digital
ACC-02359,60,SP,920.17,2831,70.17,Empresarial
ACC-02360,56,SP,1765.95,1159,111.42,Varejo
ACC-02361,59,SP,3068.63,4155,343.81,Empresarial
ACC-02362,50,RS,5971.21,4597,887.3,Digital
ACC-02363,70,SP,4283.57,3701,542.07,Digital
ACC-02364,63,RS,7883.7,3019,1132.67,Varejo
ACC-02365,27,SP,1700.1,1264,77.02,Varejo
ACC-02366,27,SP,1182.47,2708,93.51,Alta renda
ACC-02367,34,RJ,5539.96,3925,304.98,Varejo
ACC-02368,67,PE,11913.6,1007,1574.61,Alta renda
ACC-02369,73,SP,4263.46,4205,275.0,Varejo
ACC-02370,29,GO,2629.25,4614,139.76,Varejo
ACC-02371,74,BA,6666.49,1417,603.23,Varejo
ACC-02372,23,RJ,9354.87,4026,1251.62,Varejo
ACC-02373,63,MG,1706.71,4317,59.7,Digital
ACC-02374,53,SP,3004.49,2589,207.89,Alta renda
ACC-02375,29,SP,7220.44,3237,513.15,Digital
ACC-02376,55,SP,4405.62,3513,206.59,Varejo
ACC-02377,18,SP,2239.66,1227,137.81,Varejo
ACC-02378,46,RJ,3096.16,584,235.08,Alta renda
ACC-02379,32,BA,2117.71,3255,322.94,Varejo
ACC-02380,25,SP,1457.18,4061,196.49,Varejo
ACC-02381,36,SC,4602.87,2523,467.21,Digital
ACC-02382,44,SP,1622.13,3546,238.74,Alta renda
ACC-02383,64,MG,3472.66,2182,339.14,Varejo
ACC-02384,69,PR,2045.38,658,178.37,Digital
ACC-02385,43,PR,4957.68,2856,695.86,Alta renda
ACC-02386,20,RJ,2967.2,2400,435.53,Empresarial
ACC-02387,36,PR,3158.26,1954,315.68,Varejo
ACC-02388,32,SP,1373.41,4797,68.84,Varejo
ACC-02389,27,RS,4330.55,828,442.92,Varejo
ACC-02390,36,MG,2798.47,2193,94.92,Varejo
ACC-02391,37,RJ,2213.27,1763,352.91,Digital
ACC-02392,22,MG,4859.55,4513,388.0,Empresarial
ACC-02393,51,GO,6656.29,2071,749.35,Varejo
ACC-02394,59,SP,10998.81,3673,690.84,Varejo
ACC-02395,24,SP,4188.32,3184,385.71,Digital
ACC-02396,48,SP,4297.14,3908,656.77,Alta renda
ACC-02397,50,SP,2015.79,3893,283.05,Varejo
ACC-02398,50,SP,2393.04,4896,260.28,Alta renda
ACC-02399,27,SP,7866.3,4143,1226.34,Digital
ACC-02400,47,PR,2777.29,4144,245.5,Alta renda
ACC-02401,26,SP,12003.15,4002,1393.82,Varejo
ACC-02402,51,RJ,1675.2,3904,167.24,Alta renda
ACC-02403,24,PE,3384.66,4733,338.21,Varejo
ACC-02404,55,RJ,3318.27,3014,199.42,Varejo
